,Date,Período,Região,Estado,Variante,Variantes relevantes,Classificação,Frequência
505,2020-10,Out 2020,Sudeste,Minas Gerais,B.1.1,Não VOC/VOI,Não VOC/VOI,1
506,2020-10,Out 2020,Sudeste,Minas Gerais,B.1.1.28,Não VOC/VOI,Não VOC/VOI,6
507,2020-10,Out 2020,Sudeste,Minas Gerais,B.1.1.33,Não VOC/VOI,Não VOC/VOI,6
508,2020-10,Out 2020,Sudeste,Minas Gerais,P.2,P.2,VOC/VOI,1
509,2020-10,Out 2020,Sudeste,Rio de Janeiro,B.1.1,Não VOC/VOI,Não VOC/VOI,1
510,2020-10,Out 2020,Sudeste,Rio de Janeiro,B.1.1.28,Não VOC/VOI,Não VOC/VOI,14
511,2020-10,Out 2020,Sudeste,Rio de Janeiro,B.1.1.33,Não VOC/VOI,Não VOC/VOI,42
512,2020-10,Out 2020,Sudeste,Rio de Janeiro,N.9,Não VOC/VOI,Não VOC/VOI,1
513,2020-10,Out 2020,Sudeste,Rio de Janeiro,P.2,P.2,VOC/VOI,25
514,2020-10,Out 2020,Sudeste,São Paulo,B.1,Não VOC/VOI,Não VOC/VOI,1
515,2020-10,Out 2020,Sudeste,São Paulo,B.1.1,Não VOC/VOI,Não VOC/VOI,1
516,2020-10,Out 2020,Sudeste,São Paulo,B.1.1.28,Não VOC/VOI,Não VOC/VOI,22
517,2020-10,Out 2020,Sudeste,São Paulo,B.1.1.33,Não VOC/VOI,Não VOC/VOI,6
518,2020-10,Out 2020,Sudeste,São Paulo,N.9,Não VOC/VOI,Não VOC/VOI,1
519,2020-10,Out 2020,Sudeste,São Paulo,P.2,P.2,VOC/VOI,5
520,2020-10,Out 2020,Sudeste,São Paulo,P.7,Não VOC/VOI,Não VOC/VOI,1
521,2020-10,Out 2020,Sul,Paraná,B.1.1.277,Não VOC/VOI,Não VOC/VOI,1
522,2020-10,Out 2020,Sul,Paraná,B.1.1.28,Não VOC/VOI,Não VOC/VOI,15
523,2020-10,Out 2020,Sul,Paraná,B.1.1.33,Não VOC/VOI,Não VOC/VOI,7
524,2020-10,Out 2020,Sul,Paraná,P.2,P.2,VOC/VOI,8
525,2020-10,Out 2020,Sul,Rio Grande do Sul,B.1.1,Não VOC/VOI,Não VOC/VOI,3
526,2020-10,Out 2020,Sul,Rio Grande do Sul,B.1.1.161,Não VOC/VOI,Não VOC/VOI,3
527,2020-10,Out 2020,Sul,Rio Grande do Sul,B.1.1.28,Não VOC/VOI,Não VOC/VOI,26
528,2020-10,Out 2020,Sul,Rio Grande do Sul,B.1.1.33,Não VOC/VOI,Não VOC/VOI,25
529,2020-10,Out 2020,Sul,Rio Grande do Sul,B.1.1.332,Não VOC/VOI,Não VOC/VOI,1
530,2020-10,Out 2020,Sul,Rio Grande do Sul,B.1.1.333,Não VOC/VOI,Não VOC/VOI,1
531,2020-10,Out 2020,Sul,Rio Grande do Sul,N.1,Não VOC/VOI,Não VOC/VOI,1
532,2020-10,Out 2020,Sul,Rio Grande do Sul,P.2,P.2,VOC/VOI,10
533,2020-10,Out 2020,Sul,Rio Grande do Sul,P.7,Não VOC/VOI,Não VOC/VOI,5
534,2020-10,Out 2020,Sul,Santa Catarina,B.1.1.33,Não VOC/VOI,Não VOC/VOI,1
535,2020-11,Nov 2020,Centro-oeste,Distrito Federal,B.1.1.28,Não VOC/VOI,Não VOC/VOI,1
536,2020-11,Nov 2020,Centro-oeste,Distrito Federal,P.2,P.2,VOC/VOI,2
537,2020-11,Nov 2020,Centro-oeste,Goiás,P.2,P.2,VOC/VOI,1
538,2020-11,Nov 2020,Centro-oeste,Mato Grosso,B.1.1.378,Não VOC/VOI,Não VOC/VOI,1
539,2020-11,Nov 2020,Centro-oeste,Mato Grosso do Sul,B.1.240,Não VOC/VOI,Não VOC/VOI,1
540,2020-11,Nov 2020,Nordeste,Alagoas,B.1.1.28,Não VOC/VOI,Não VOC/VOI,1
541,2020-11,Nov 2020,Nordeste,Alagoas,B.1.1.372,Não VOC/VOI,Não VOC/VOI,1
542,2020-11,Nov 2020,Nordeste,Alagoas,P.2,P.2,VOC/VOI,4
543,2020-11,Nov 2020,Nordeste,Bahia,B.1.1.28,Não VOC/VOI,Não VOC/VOI,3
544,2020-11,Nov 2020,Nordeste,Bahia,B.1.1.33,Não VOC/VOI,Não VOC/VOI,4
545,2020-11,Nov 2020,Nordeste,Bahia,B.1.160,Não VOC/VOI,Não VOC/VOI,1
546,2020-11,Nov 2020,Nordeste,Bahia,N.9,Não VOC/VOI,Não VOC/VOI,2
547,2020-11,Nov 2020,Nordeste,Ceará,B.1.1.28,Não VOC/VOI,Não VOC/VOI,3
548,2020-11,Nov 2020,Nordeste,Ceará,B.1.1.33,Não VOC/VOI,Não VOC/VOI,7
549,2020-11,Nov 2020,Nordeste,Ceará,P.2,P.2,VOC/VOI,2
550,2020-11,Nov 2020,Nordeste,Maranhão,B.1.1,Não VOC/VOI,Não VOC/VOI,1
551,2020-11,Nov 2020,Nordeste,Maranhão,B.1.1.28,Não VOC/VOI,Não VOC/VOI,1
552,2020-11,Nov 2020,Nordeste,Maranhão,N.9,Não VOC/VOI,Não VOC/VOI,6
553,2020-11,Nov 2020,Nordeste,Maranhão,P.1 (Gama),P.1 (Gama),VOC/VOI,1
554,2020-11,Nov 2020,Nordeste,Paraíba,B.1.1,Não VOC/VOI,Não VOC/VOI,14
555,2020-11,Nov 2020,Nordeste,Paraíba,B.1.1.28,Não VOC/VOI,Não VOC/VOI,2
556,2020-11,Nov 2020,Nordeste,Paraíba,B.1.1.33,Não VOC/VOI,Não VOC/VOI,3
557,2020-11,Nov 2020,Nordeste,Paraíba,B.1.1.462,Não VOC/VOI,Não VOC/VOI,1
558,2020-11,Nov 2020,Nordeste,Paraíba,N.9,Não VOC/VOI,Não VOC/VOI,1
559,2020-11,Nov 2020,Nordeste,Paraíba,P.2,P.2,VOC/VOI,3
560,2020-11,Nov 2020,Nordeste,Paraíba,P.7,Não VOC/VOI,Não VOC/VOI,4
561,2020-11,Nov 2020,Nordeste,Pernambuco,B.1.1.33,Não VOC/VOI,Não VOC/VOI,2
562,2020-11,Nov 2020,Nordeste,Pernambuco,P.2,P.2,VOC/VOI,1
563,2020-11,Nov 2020,Nordeste,Piauí,B.1.1.28,Não VOC/VOI,Não VOC/VOI,1
564,2020-11,Nov 2020,Nordeste,Piauí,B.1.524,Não VOC/VOI,Não VOC/VOI,1
565,2020-11,Nov 2020,Nordeste,Piauí,N.9,Não VOC/VOI,Não VOC/VOI,2
566,2020-11,Nov 2020,Nordeste,Rio Grande do Norte,B.1.1,Não VOC/VOI,Não VOC/VOI,1
567,2020-11,Nov 2020,Nordeste,Rio Grande do Norte,B.1.1.28,Não VOC/VOI,Não VOC/VOI,2
568,2020-11,Nov 2020,Nordeste,Rio Grande do Norte,B.1.1.33,Não VOC/VOI,Não VOC/VOI,5
569,2020-11,Nov 2020,Nordeste,Rio Grande do Norte,N.9,Não VOC/VOI,Não VOC/VOI,2
570,2020-11,Nov 2020,Nordeste,Rio Grande do Norte,P.2,P.2,VOC/VOI,4
571,2020-11,Nov 2020,Norte,Amapá,P.2,P.2,VOC/VOI,5
572,2020-11,Nov 2020,Norte,Amazonas,B.1.1,Não VOC/VOI,Não VOC/VOI,2
573,2020-11,Nov 2020,Norte,Amazonas,B.1.1.28,Não VOC/VOI,Não VOC/VOI,21
574,2020-11,Nov 2020,Norte,Amazonas,B.1.1.33,Não VOC/VOI,Não VOC/VOI,3
575,2020-11,Nov 2020,Norte,Amazonas,B.1.1.378,Não VOC/VOI,Não VOC/VOI,17
576,2020-11,Nov 2020,Norte,Amazonas,B.1.1.398,Não VOC/VOI,Não VOC/VOI,2
577,2020-11,Nov 2020,Norte,Amazonas,N.9,Não VOC/VOI,Não VOC/VOI,1
578,2020-11,Nov 2020,Norte,Amazonas,P.2,P.2,VOC/VOI,3
579,2020-11,Nov 2020,Norte,Pará,B.1,Não VOC/VOI,Não VOC/VOI,1
580,2020-11,Nov 2020,Norte,Pará,B.1.1,Não VOC/VOI,Não VOC/VOI,4
581,2020-11,Nov 2020,Norte,Pará,B.1.1.28,Não VOC/VOI,Não VOC/VOI,2
582,2020-11,Nov 2020,Norte,Pará,P.2,P.2,VOC/VOI,16
583,2020-11,Nov 2020,Norte,Roraima,B.1.1.28,Não VOC/VOI,Não VOC/VOI,1
584,2020-11,Nov 2020,Sudeste,Espírito Santo,B.1.1.28,Não VOC/VOI,Não VOC/VOI,2
585,2020-11,Nov 2020,Sudeste,Espírito Santo,B.1.1.33,Não VOC/VOI,Não VOC/VOI,9
586,2020-11,Nov 2020,Sudeste,Espírito Santo,P.2,P.2,VOC/VOI,7
587,2020-11,Nov 2020,Sudeste,Minas Gerais,B.1.1,Não VOC/VOI,Não VOC/VOI,1
588,2020-11,Nov 2020,Sudeste,Minas Gerais,B.1.1.28,Não VOC/VOI,Não VOC/VOI,6
589,2020-11,Nov 2020,Sudeste,Minas Gerais,B.1.1.33,Não VOC/VOI,Não VOC/VOI,6
590,2020-11,Nov 2020,Sudeste,Minas Gerais,P.2,P.2,VOC/VOI,13
591,2020-11,Nov 2020,Sudeste,Rio de Janeiro,B.1.1,Não VOC/VOI,Não VOC/VOI,3
592,2020-11,Nov 2020,Sudeste,Rio de Janeiro,B.1.1.28,Não VOC/VOI,Não VOC/VOI,17
593,2020-11,Nov 2020,Sudeste,Rio de Janeiro,B.1.1.33,Não VOC/VOI,Não VOC/VOI,20
594,2020-11,Nov 2020,Sudeste,Rio de Janeiro,B.1.1.393,Não VOC/VOI,Não VOC/VOI,1
595,2020-11,Nov 2020,Sudeste,Rio de Janeiro,P.2,P.2,VOC/VOI,33
596,2020-11,Nov 2020,Sudeste,São Paulo,B.1,Não VOC/VOI,Não VOC/VOI,2
597,2020-11,Nov 2020,Sudeste,São Paulo,B.1.1,Não VOC/VOI,Não VOC/VOI,3
598,2020-11,Nov 2020,Sudeste,São Paulo,B.1.1.28,Não VOC/VOI,Não VOC/VOI,37
599,2020-11,Nov 2020,Sudeste,São Paulo,B.1.1.33,Não VOC/VOI,Não VOC/VOI,8
600,2020-11,Nov 2020,Sudeste,São Paulo,B.1.1.332,Não VOC/VOI,Não VOC/VOI,3
601,2020-11,Nov 2020,Sudeste,São Paulo,N.9,Não VOC/VOI,Não VOC/VOI,14
602,2020-11,Nov 2020,Sudeste,São Paulo,P.2,P.2,VOC/VOI,26
603,2020-11,Nov 2020,Sudeste,São Paulo,P.7,Não VOC/VOI,Não VOC/VOI,2
604,2020-11,Nov 2020,Sul,Paraná,B.1.1,Não VOC/VOI,Não VOC/VOI,1
605,2020-11,Nov 2020,Sul,Paraná,B.1.1.277,Não VOC/VOI,Não VOC/VOI,1
606,2020-11,Nov 2020,Sul,Paraná,B.1.1.28,Não VOC/VOI,Não VOC/VOI,22
607,2020-11,Nov 2020,Sul,Paraná,B.1.1.33,Não VOC/VOI,Não VOC/VOI,4
608,2020-11,Nov 2020,Sul,Paraná,B.1.362,Não VOC/VOI,Não VOC/VOI,1
609,2020-11,Nov 2020,Sul,Paraná,B.1.498,Não VOC/VOI,Não VOC/VOI,1
610,2020-11,Nov 2020,Sul,Paraná,P.2,P.2,VOC/VOI,12
611,2020-11,Nov 2020,Sul,Rio Grande do Sul,B.1,Não VOC/VOI,Não VOC/VOI,2
612,2020-11,Nov 2020,Sul,Rio Grande do Sul,B.1.1,Não VOC/VOI,Não VOC/VOI,1
613,2020-11,Nov 2020,Sul,Rio Grande do Sul,B.1.1.12,Não VOC/VOI,Não VOC/VOI,1
614,2020-11,Nov 2020,Sul,Rio Grande do Sul,B.1.1.28,Não VOC/VOI,Não VOC/VOI,51
615,2020-11,Nov 2020,Sul,Rio Grande do Sul,B.1.1.33,Não VOC/VOI,Não VOC/VOI,18
616,2020-11,Nov 2020,Sul,Rio Grande do Sul,B.1.1.70,Não VOC/VOI,Não VOC/VOI,1
617,2020-11,Nov 2020,Sul,Rio Grande do Sul,B.1.91,Não VOC/VOI,Não VOC/VOI,6
618,2020-11,Nov 2020,Sul,Rio Grande do Sul,P.1 (Gama),P.1 (Gama),VOC/VOI,1
619,2020-11,Nov 2020,Sul,Rio Grande do Sul,P.2,P.2,VOC/VOI,75
620,2020-11,Nov 2020,Sul,Rio Grande do Sul,P.7,Não VOC/VOI,Não VOC/VOI,33
621,2020-11,Nov 2020,Sul,Santa Catarina,B.1.1.28,Não VOC/VOI,Não VOC/VOI,1
622,2020-11,Nov 2020,Sul,Santa Catarina,B.1.1.33,Não VOC/VOI,Não VOC/VOI,1
623,2020-11,Nov 2020,Sul,Santa Catarina,P.2,P.2,VOC/VOI,3
624,2020-11,Nov 2020,Sul,Santa Catarina,P.7,Não VOC/VOI,Não VOC/VOI,1
625,2020-12,Dez 2020,Centro-oeste,Distrito Federal,B.1.1.28,Não VOC/VOI,Não VOC/VOI,1
626,2020-12,Dez 2020,Centro-oeste,Distrito Federal,B.1.1.7 (Alfa),B.1.1.7 (Alfa),VOC/VOI,2
627,2020-12,Dez 2020,Centro-oeste,Goiás,B.1.1.28,Não VOC/VOI,Não VOC/VOI,12
628,2020-12,Dez 2020,Centro-oeste,Goiás,B.1.1.33,Não VOC/VOI,Não VOC/VOI,1
629,2020-12,Dez 2020,Centro-oeste,Goiás,B.1.1.332,Não VOC/VOI,Não VOC/VOI,2
630,2020-12,Dez 2020,Centro-oeste,Goiás,N.9,Não VOC/VOI,Não VOC/VOI,3
631,2020-12,Dez 2020,Centro-oeste,Goiás,P.2,P.2,VOC/VOI,30
632,2020-12,Dez 2020,Centro-oeste,Goiás,P.7,Não VOC/VOI,Não VOC/VOI,3
633,2020-12,Dez 2020,Centro-oeste,Mato Grosso,B.1.1.28,Não VOC/VOI,Não VOC/VOI,2
634,2020-12,Dez 2020,Centro-oeste,Mato Grosso,B.1.1.33,Não VOC/VOI,Não VOC/VOI,3
635,2020-12,Dez 2020,Centro-oeste,Mato Grosso,P.2,P.2,VOC/VOI,3
636,2020-12,Dez 2020,Centro-oeste,Mato Grosso,P.7,Não VOC/VOI,Não VOC/VOI,1
637,2020-12,Dez 2020,Centro-oeste,Mato Grosso do Sul,B.1.1.249,Não VOC/VOI,Não VOC/VOI,1
638,2020-12,Dez 2020,Centro-oeste,Mato Grosso do Sul,B.1.1.28,Não VOC/VOI,Não VOC/VOI,1
639,2020-12,Dez 2020,Centro-oeste,Mato Grosso do Sul,B.1.1.33,Não VOC/VOI,Não VOC/VOI,6
640,2020-12,Dez 2020,Centro-oeste,Mato Grosso do Sul,P.2,P.2,VOC/VOI,3
641,2020-12,Dez 2020,Nordeste,Alagoas,B.1.1,Não VOC/VOI,Não VOC/VOI,1
642,2020-12,Dez 2020,Nordeste,Alagoas,B.1.1.28,Não VOC/VOI,Não VOC/VOI,1
643,2020-12,Dez 2020,Nordeste,Alagoas,B.1.1.33,Não VOC/VOI,Não VOC/VOI,1
644,2020-12,Dez 2020,Nordeste,Alagoas,N.9,Não VOC/VOI,Não VOC/VOI,1
645,2020-12,Dez 2020,Nordeste,Alagoas,P.2,P.2,VOC/VOI,25
646,2020-12,Dez 2020,Nordeste,Alagoas,P.7,Não VOC/VOI,Não VOC/VOI,1
647,2020-12,Dez 2020,Nordeste,Bahia,B.1.1.28,Não VOC/VOI,Não VOC/VOI,3
648,2020-12,Dez 2020,Nordeste,Bahia,N.9,Não VOC/VOI,Não VOC/VOI,2
649,2020-12,Dez 2020,Nordeste,Bahia,P.1 (Gama),P.1 (Gama),VOC/VOI,5
650,2020-12,Dez 2020,Nordeste,Bahia,P.2,P.2,VOC/VOI,6
651,2020-12,Dez 2020,Nordeste,Ceará,B.1.1,Não VOC/VOI,Não VOC/VOI,2
652,2020-12,Dez 2020,Nordeste,Ceará,B.1.1.28,Não VOC/VOI,Não VOC/VOI,4
653,2020-12,Dez 2020,Nordeste,Ceará,B.1.1.33,Não VOC/VOI,Não VOC/VOI,8
654,2020-12,Dez 2020,Nordeste,Ceará,P.2,P.2,VOC/VOI,10
655,2020-12,Dez 2020,Nordeste,Maranhão,B.1.1.28,Não VOC/VOI,Não VOC/VOI,7
656,2020-12,Dez 2020,Nordeste,Maranhão,B.1.1.33,Não VOC/VOI,Não VOC/VOI,4
657,2020-12,Dez 2020,Nordeste,Maranhão,B.1.1.332,Não VOC/VOI,Não VOC/VOI,5
658,2020-12,Dez 2020,Nordeste,Maranhão,N.10,Não VOC/VOI,Não VOC/VOI,1
659,2020-12,Dez 2020,Nordeste,Maranhão,N.9,Não VOC/VOI,Não VOC/VOI,18
660,2020-12,Dez 2020,Nordeste,Maranhão,P.1 (Gama),P.1 (Gama),VOC/VOI,1
661,2020-12,Dez 2020,Nordeste,Maranhão,P.2,P.2,VOC/VOI,13
662,2020-12,Dez 2020,Nordeste,Paraíba,B.1,Não VOC/VOI,Não VOC/VOI,2
663,2020-12,Dez 2020,Nordeste,Paraíba,B.1.1,Não VOC/VOI,Não VOC/VOI,6
664,2020-12,Dez 2020,Nordeste,Paraíba,B.1.1.28,Não VOC/VOI,Não VOC/VOI,8
665,2020-12,Dez 2020,Nordeste,Paraíba,B.1.1.33,Não VOC/VOI,Não VOC/VOI,2
666,2020-12,Dez 2020,Nordeste,Paraíba,N.9,Não VOC/VOI,Não VOC/VOI,2
667,2020-12,Dez 2020,Nordeste,Paraíba,P.2,P.2,VOC/VOI,10
668,2020-12,Dez 2020,Nordeste,Paraíba,P.7,Não VOC/VOI,Não VOC/VOI,1
669,2020-12,Dez 2020,Nordeste,Pernambuco,B.1.1,Não VOC/VOI,Não VOC/VOI,2
670,2020-12,Dez 2020,Nordeste,Pernambuco,B.1.1.33,Não VOC/VOI,Não VOC/VOI,1
671,2020-12,Dez 2020,Nordeste,Pernambuco,B.1.1.45,Não VOC/VOI,Não VOC/VOI,1
672,2020-12,Dez 2020,Nordeste,Pernambuco,B.1.212,Não VOC/VOI,Não VOC/VOI,1
673,2020-12,Dez 2020,Nordeste,Pernambuco,B.1.258,Não VOC/VOI,Não VOC/VOI,1
674,2020-12,Dez 2020,Nordeste,Pernambuco,N.9,Não VOC/VOI,Não VOC/VOI,1
675,2020-12,Dez 2020,Nordeste,Pernambuco,P.2,P.2,VOC/VOI,15
676,2020-12,Dez 2020,Nordeste,Rio Grande do Norte,B.1.1,Não VOC/VOI,Não VOC/VOI,3
677,2020-12,Dez 2020,Nordeste,Rio Grande do Norte,B.1.1.236,Não VOC/VOI,Não VOC/VOI,1
678,2020-12,Dez 2020,Nordeste,Rio Grande do Norte,B.1.1.28,Não VOC/VOI,Não VOC/VOI,2
679,2020-12,Dez 2020,Nordeste,Rio Grande do Norte,B.1.1.33,Não VOC/VOI,Não VOC/VOI,1
680,2020-12,Dez 2020,Nordeste,Rio Grande do Norte,B.1.1.398,Não VOC/VOI,Não VOC/VOI,1
681,2020-12,Dez 2020,Nordeste,Rio Grande do Norte,P.2,P.2,VOC/VOI,12
682,2020-12,Dez 2020,Norte,Acre,P.2,P.2,VOC/VOI,1
683,2020-12,Dez 2020,Norte,Amapá,B.1.1.28,Não VOC/VOI,Não VOC/VOI,1
684,2020-12,Dez 2020,Norte,Amapá,B.1.1.33,Não VOC/VOI,Não VOC/VOI,1
685,2020-12,Dez 2020,Norte,Amapá,B.1.160.25,Não VOC/VOI,Não VOC/VOI,1
686,2020-12,Dez 2020,Norte,Amapá,P.2,P.2,VOC/VOI,14
687,2020-12,Dez 2020,Norte,Amazonas,B.1,Não VOC/VOI,Não VOC/VOI,3
688,2020-12,Dez 2020,Norte,Amazonas,B.1.1,Não VOC/VOI,Não VOC/VOI,6
689,2020-12,Dez 2020,Norte,Amazonas,B.1.1.28,Não VOC/VOI,Não VOC/VOI,31
690,2020-12,Dez 2020,Norte,Amazonas,B.1.1.33,Não VOC/VOI,Não VOC/VOI,14
691,2020-12,Dez 2020,Norte,Amazonas,B.1.1.378,Não VOC/VOI,Não VOC/VOI,18
692,2020-12,Dez 2020,Norte,Amazonas,N.9,Não VOC/VOI,Não VOC/VOI,5
693,2020-12,Dez 2020,Norte,Amazonas,P.1 (Gama),P.1 (Gama),VOC/VOI,118
694,2020-12,Dez 2020,Norte,Amazonas,P.2,P.2,VOC/VOI,42
695,2020-12,Dez 2020,Norte,Pará,B.1.1,Não VOC/VOI,Não VOC/VOI,5
696,2020-12,Dez 2020,Norte,Pará,B.1.1.28,Não VOC/VOI,Não VOC/VOI,3
697,2020-12,Dez 2020,Norte,Pará,B.1.1.316,Não VOC/VOI,Não VOC/VOI,1
698,2020-12,Dez 2020,Norte,Pará,B.1.1.33,Não VOC/VOI,Não VOC/VOI,1
699,2020-12,Dez 2020,Norte,Pará,N.9,Não VOC/VOI,Não VOC/VOI,2
700,2020-12,Dez 2020,Norte,Pará,P.2,P.2,VOC/VOI,20
701,2020-12,Dez 2020,Norte,Tocantins,P.2,P.2,VOC/VOI,1
702,2020-12,Dez 2020,Sudeste,Espírito Santo,B.1.1.28,Não VOC/VOI,Não VOC/VOI,6
703,2020-12,Dez 2020,Sudeste,Espírito Santo,B.1.1.33,Não VOC/VOI,Não VOC/VOI,11
704,2020-12,Dez 2020,Sudeste,Espírito Santo,P.2,P.2,VOC/VOI,15
705,2020-12,Dez 2020,Sudeste,Espírito Santo,P.7,Não VOC/VOI,Não VOC/VOI,1
706,2020-12,Dez 2020,Sudeste,Minas Gerais,B.1.1,Não VOC/VOI,Não VOC/VOI,1
707,2020-12,Dez 2020,Sudeste,Minas Gerais,B.1.1.28,Não VOC/VOI,Não VOC/VOI,9
708,2020-12,Dez 2020,Sudeste,Minas Gerais,B.1.1.33,Não VOC/VOI,Não VOC/VOI,3
709,2020-12,Dez 2020,Sudeste,Minas Gerais,B.1.546,Não VOC/VOI,Não VOC/VOI,1
710,2020-12,Dez 2020,Sudeste,Minas Gerais,P.2,P.2,VOC/VOI,24
711,2020-12,Dez 2020,Sudeste,Rio de Janeiro,B.1,Não VOC/VOI,Não VOC/VOI,5
712,2020-12,Dez 2020,Sudeste,Rio de Janeiro,B.1.1.28,Não VOC/VOI,Não VOC/VOI,5
713,2020-12,Dez 2020,Sudeste,Rio de Janeiro,B.1.1.33,Não VOC/VOI,Não VOC/VOI,8
714,2020-12,Dez 2020,Sudeste,Rio de Janeiro,B.1.1.97,Não VOC/VOI,Não VOC/VOI,1
715,2020-12,Dez 2020,Sudeste,Rio de Janeiro,B.1.407,Não VOC/VOI,Não VOC/VOI,1
716,2020-12,Dez 2020,Sudeste,Rio de Janeiro,N.9,Não VOC/VOI,Não VOC/VOI,1
717,2020-12,Dez 2020,Sudeste,Rio de Janeiro,P.2,P.2,VOC/VOI,110
718,2020-12,Dez 2020,Sudeste,Rio de Janeiro,P.7,Não VOC/VOI,Não VOC/VOI,1
719,2020-12,Dez 2020,Sudeste,São Paulo,B.1.1,Não VOC/VOI,Não VOC/VOI,1
720,2020-12,Dez 2020,Sudeste,São Paulo,B.1.1.28,Não VOC/VOI,Não VOC/VOI,29
721,2020-12,Dez 2020,Sudeste,São Paulo,B.1.1.33,Não VOC/VOI,Não VOC/VOI,5
722,2020-12,Dez 2020,Sudeste,São Paulo,B.1.1.332,Não VOC/VOI,Não VOC/VOI,2
723,2020-12,Dez 2020,Sudeste,São Paulo,N.9,Não VOC/VOI,Não VOC/VOI,7
724,2020-12,Dez 2020,Sudeste,São Paulo,P.2,P.2,VOC/VOI,23
725,2020-12,Dez 2020,Sudeste,São Paulo,P.7,Não VOC/VOI,Não VOC/VOI,6
726,2020-12,Dez 2020,Sul,Paraná,B.1.1,Não VOC/VOI,Não VOC/VOI,1
727,2020-12,Dez 2020,Sul,Paraná,B.1.1.28,Não VOC/VOI,Não VOC/VOI,11
728,2020-12,Dez 2020,Sul,Paraná,B.1.1.33,Não VOC/VOI,Não VOC/VOI,2
729,2020-12,Dez 2020,Sul,Paraná,B.1.499,Não VOC/VOI,Não VOC/VOI,1
730,2020-12,Dez 2020,Sul,Paraná,P.1 (Gama),P.1 (Gama),VOC/VOI,1
731,2020-12,Dez 2020,Sul,Paraná,P.2,P.2,VOC/VOI,26
732,2020-12,Dez 2020,Sul,Paraná,P.7,Não VOC/VOI,Não VOC/VOI,5
733,2020-12,Dez 2020,Sul,Rio Grande do Sul,B.1.1,Não VOC/VOI,Não VOC/VOI,1
734,2020-12,Dez 2020,Sul,Rio Grande do Sul,B.1.1.161,Não VOC/VOI,Não VOC/VOI,1
735,2020-12,Dez 2020,Sul,Rio Grande do Sul,B.1.1.28,Não VOC/VOI,Não VOC/VOI,15
736,2020-12,Dez 2020,Sul,Rio Grande do Sul,B.1.1.33,Não VOC/VOI,Não VOC/VOI,6
737,2020-12,Dez 2020,Sul,Rio Grande do Sul,P.2,P.2,VOC/VOI,38
738,2020-12,Dez 2020,Sul,Rio Grande do Sul,P.7,Não VOC/VOI,Não VOC/VOI,10
739,2020-12,Dez 2020,Sul,Santa Catarina,B.1.1.28,Não VOC/VOI,Não VOC/VOI,3
740,2020-12,Dez 2020,Sul,Santa Catarina,B.1.1.33,Não VOC/VOI,Não VOC/VOI,1
741,2020-12,Dez 2020,Sul,Santa Catarina,P.2,P.2,VOC/VOI,36
742,2020-12,Dez 2020,Sul,Santa Catarina,P.7,Não VOC/VOI,Não VOC/VOI,6
743,2021-01,Jan 2021,Centro-oeste,Distrito Federal,P.1 (Gama),P.1 (Gama),VOC/VOI,1
744,2021-01,Jan 2021,Centro-oeste,Distrito Federal,P.2,P.2,VOC/VOI,1
745,2021-01,Jan 2021,Centro-oeste,Goiás,B.1.1,Não VOC/VOI,Não VOC/VOI,1
746,2021-01,Jan 2021,Centro-oeste,Goiás,B.1.1.28,Não VOC/VOI,Não VOC/VOI,5
747,2021-01,Jan 2021,Centro-oeste,Goiás,B.1.1.33,Não VOC/VOI,Não VOC/VOI,2
748,2021-01,Jan 2021,Centro-oeste,Goiás,B.1.1.332,Não VOC/VOI,Não VOC/VOI,1
749,2021-01,Jan 2021,Centro-oeste,Goiás,B.1.1.7 (Alfa),B.1.1.7 (Alfa),VOC/VOI,6
750,2021-01,Jan 2021,Centro-oeste,Goiás,N.9,Não VOC/VOI,Não VOC/VOI,1
751,2021-01,Jan 2021,Centro-oeste,Goiás,P.1 (Gama),P.1 (Gama),VOC/VOI,44
752,2021-01,Jan 2021,Centro-oeste,Goiás,P.2,P.2,VOC/VOI,72
753,2021-01,Jan 2021,Centro-oeste,Goiás,P.7,Não VOC/VOI,Não VOC/VOI,3
754,2021-01,Jan 2021,Centro-oeste,Mato Grosso,B.1.1.28,Não VOC/VOI,Não VOC/VOI,5
755,2021-01,Jan 2021,Centro-oeste,Mato Grosso,B.1.1.33,Não VOC/VOI,Não VOC/VOI,1
756,2021-01,Jan 2021,Centro-oeste,Mato Grosso,B.1.1.332,Não VOC/VOI,Não VOC/VOI,3
757,2021-01,Jan 2021,Centro-oeste,Mato Grosso,B.1.1.7 (Alfa),B.1.1.7 (Alfa),VOC/VOI,2
758,2021-01,Jan 2021,Centro-oeste,Mato Grosso,N.9,Não VOC/VOI,Não VOC/VOI,3
759,2021-01,Jan 2021,Centro-oeste,Mato Grosso,P.1 (Gama),P.1 (Gama),VOC/VOI,4
760,2021-01,Jan 2021,Centro-oeste,Mato Grosso,P.2,P.2,VOC/VOI,8
761,2021-01,Jan 2021,Centro-oeste,Mato Grosso do Sul,B.1.1.28,Não VOC/VOI,Não VOC/VOI,3
762,2021-01,Jan 2021,Centro-oeste,Mato Grosso do Sul,B.1.1.33,Não VOC/VOI,Não VOC/VOI,1
763,2021-01,Jan 2021,Centro-oeste,Mato Grosso do Sul,B.1.1.7 (Alfa),B.1.1.7 (Alfa),VOC/VOI,1
764,2021-01,Jan 2021,Centro-oeste,Mato Grosso do Sul,B.1.212,Não VOC/VOI,Não VOC/VOI,1
